,rmse,rmse,mae,mae,r2,r2
,mean,std,mean,std,mean,std
model,,,,,,
LR,14.39562660239464,1.8073942991483989,11.23745966809185,1.1224562931309816,0.504948606159941,0.14719805877910538
MLP,9.727392281512033,2.643016085558348,6.127837891801772,1.2637751411109313,0.7616085707233322,0.15023071134812205
RF,9.479310516556154,1.8284176435977755,5.6683655728799245,0.9910147221171918,0.7852774592487799,0.07608842174360582
